edad,estado_civil,tipo_de_vivienda,estrato,nivel_academico,profesion,tipo_contrato,antiguedad_trabajo,cargo,ingresos,gastos,activos,pasivos,origen_fondos,declara_renta,referencias_familiares,es_pep,responsabilidad_fiscal_exterior,tipo_credito,monto_solicitado,destino_credito,scoring_puntaje,favorable,cuotas_pagar
33,Casado,Familiar,3,Pregrado,2145,Contrato de trabajo a término fijo,6,Profesional,4200000,2900000,21000000,16000000,Salario,Sí,1,No,No,Crédito de consumo,11500000,Viajes y turismo,255,Sí,21
38,Casado,Propia,5,Pregrado,2145,Contrato de trabajo a término indefinido,7,Asesor,4800000,3400000,23000000,18000000,Salario,Sí,2,No,No,Crédito de consumo,12000000,Viajes y turismo,270,Sí,24
36,Unión Libre,Familiar,4,Pregrado,2145,Contrato de trabajo a término fijo,5,Profesional,4900000,3300000,25000000,20000000,Salario,Sí,1,No,No,Crédito de consumo,10500000,Viajes y turismo,260,Sí,22
34,Casado,Propia,3,Pregrado,2145,Contrato de trabajo a término indefinido,4,Asesor,4600000,3100000,22000000,17000000,Salario,Sí,2,No,No,Crédito de consumo,11000000,Viajes y turismo,265,Sí,23
30,Unión Libre,Familiar,3,Pregrado,2145,Contrato de trabajo a término fijo,6,Profesional,4300000,3000000,21000000,17000000,Salario,Sí,1,No,No,Crédito de consumo,10000000,Viajes y turismo,255,Sí,21
39,Casado,Propia,4,Pregrado,2145,Contrato de trabajo a término indefinido,3,Asesor,5000000,3500000,24000000,19000000,Salario,Sí,2,No,No,Crédito de consumo,12000000,Viajes y turismo,270,Sí,24
32,Unión Libre,Familiar,4,Pregrado,2145,Contrato de trabajo a término fijo,5,Profesional,4800000,3300000,22000000,18000000,Salario,Sí,1,No,No,Crédito de consumo,11000000,Viajes y turismo,260,Sí,22
37,Casado,Propia,5,Pregrado,2145,Contrato de trabajo a término indefinido,6,Asesor,4500000,3200000,23000000,18000000,Salario,Sí,2,No,No,Crédito de consumo,11500000,Viajes y turismo,265,Sí,23
40,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,12,Directivo,9000000,4500000,55000000,8000000,Salario,Sí,2,No,No,Crédito de consumo,18000000,Viajes y turismo,320,Sí,30
42,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,10,Profesional,8500000,4000000,60000000,10000000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,310,Sí,30
38,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,9,Directivo,9500000,4800000,58000000,12000000,Salario,Sí,2,No,No,Crédito de consumo,17000000,Viajes y turismo,330,Sí,32
43,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,14,Profesional,9000000,4600000,55000000,11000000,Salario,Sí,2,No,No,Crédito de consumo,19000000,Viajes y turismo,305,Sí,34
41,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,11,Directivo,8800000,4200000,59000000,9000000,Salario,Sí,2,No,No,Crédito de consumo,20000000,Viajes y turismo,315,Sí,33
44,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,13,Profesional,10000000,5000000,60000000,13000000,Salario,Sí,2,No,No,Crédito de consumo,20000000,Viajes y turismo,340,Sí,36
39,Casado,Propia,4,Posgrado,2145,Contrato de trabajo a término indefinido,8,Directivo,9500000,4700000,57000000,7000000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,325,Sí,31
45,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,15,Profesional,9000000,4900000,62000000,10000000,Salario,Sí,2,No,No,Crédito de consumo,18000000,Viajes y turismo,335,Sí,34
36,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,12,Directivo,9200000,4600000,56000000,11000000,Salario,Sí,2,No,No,Crédito de consumo,15000000,Viajes y turismo,325,Sí,32
37,Casado,Propia,4,Posgrado,2145,Contrato de trabajo a término indefinido,10,Profesional,8700000,4200000,59000000,8000000,Salario,Sí,2,No,No,Crédito de consumo,17000000,Viajes y turismo,300,Sí,30
40,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,12,Directivo,9000000,4500000,55000000,8000000,Salario,Sí,2,No,No,Crédito de consumo,18000000,Viajes y turismo,320,Sí,30
42,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,10,Profesional,8500000,4000000,60000000,10000000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,310,Sí,30
38,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,9,Directivo,9500000,4800000,58000000,12000000,Salario,Sí,2,No,No,Crédito de consumo,17000000,Viajes y turismo,330,Sí,32
43,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,14,Profesional,9000000,4600000,55000000,11000000,Salario,Sí,2,No,No,Crédito de consumo,19000000,Viajes y turismo,305,Sí,34
41,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,11,Directivo,8800000,4200000,59000000,9000000,Salario,Sí,2,No,No,Crédito de consumo,20000000,Viajes y turismo,315,Sí,33
44,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,13,Profesional,10000000,5000000,60000000,13000000,Salario,Sí,2,No,No,Crédito de consumo,20000000,Viajes y turismo,340,Sí,36
39,Casado,Propia,4,Posgrado,2145,Contrato de trabajo a término indefinido,8,Directivo,9500000,4700000,57000000,7000000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,325,Sí,31
45,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,15,Profesional,9000000,4900000,62000000,10000000,Salario,Sí,2,No,No,Crédito de consumo,18000000,Viajes y turismo,335,Sí,34
36,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,12,Directivo,9200000,4600000,56000000,11000000,Salario,Sí,2,No,No,Crédito de consumo,15000000,Viajes y turismo,325,Sí,32
37,Casado,Propia,4,Posgrado,2145,Contrato de trabajo a término indefinido,10,Profesional,8700000,4200000,59000000,8000000,Salario,Sí,2,No,No,Crédito de consumo,17000000,Viajes y turismo,300,Sí,30
38,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,10,Profesional,9000000,4000000,55000000,8000000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,310,Sí,30
40,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,12,Directivo,9500000,4700000,60000000,9000000,Salario,Sí,2,No,No,Crédito de consumo,18000000,Viajes y turismo,325,Sí,32
42,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,14,Profesional,10000000,4800000,62000000,10000000,Salario,Sí,2,No,No,Crédito de consumo,20000000,Viajes y turismo,340,Sí,35
41,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,13,Directivo,9000000,4200000,58000000,8000000,Salario,Sí,2,No,No,Crédito de consumo,17000000,Viajes y turismo,315,Sí,31
43,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,15,Profesional,9500000,4600000,65000000,11000000,Salario,Sí,2,No,No,Crédito de consumo,19000000,Viajes y turismo,330,Sí,33
44,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,16,Directivo,10500000,5000000,64000000,12000000,Salario,Sí,2,No,No,Crédito de consumo,20000000,Viajes y turismo,345,Sí,36
39,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,11,Profesional,9200000,4400000,57000000,9500000,Salario,Sí,2,No,No,Crédito de consumo,18000000,Viajes y turismo,320,Sí,32
36,Casado,Propia,4,Posgrado,2145,Contrato de trabajo a término indefinido,9,Directivo,8800000,4300000,60000000,10000000,Salario,Sí,2,No,No,Crédito de consumo,17000000,Viajes y turismo,310,Sí,30
37,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,10,Profesional,9000000,4500000,62000000,10500000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,325,Sí,31
45,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,18,Directivo,11000000,5000000,67000000,13000000,Salario,Sí,2,No,No,Crédito de consumo,21000000,Viajes y turismo,350,Sí,36
38,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,10,Profesional,9000000,4000000,55000000,8000000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,310,Sí,30
40,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,12,Directivo,9500000,4700000,60000000,9000000,Salario,Sí,2,No,No,Crédito de consumo,18000000,Viajes y turismo,325,Sí,32
42,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,14,Profesional,10000000,4800000,62000000,10000000,Salario,Sí,2,No,No,Crédito de consumo,20000000,Viajes y turismo,340,Sí,35
41,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,13,Directivo,9000000,4200000,58000000,8000000,Salario,Sí,2,No,No,Crédito de consumo,17000000,Viajes y turismo,315,Sí,31
43,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,15,Profesional,9500000,4600000,65000000,11000000,Salario,Sí,2,No,No,Crédito de consumo,19000000,Viajes y turismo,330,Sí,33
44,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,16,Directivo,10500000,5000000,64000000,12000000,Salario,Sí,2,No,No,Crédito de consumo,20000000,Viajes y turismo,345,Sí,36
39,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,11,Profesional,9200000,4400000,57000000,9500000,Salario,Sí,2,No,No,Crédito de consumo,18000000,Viajes y turismo,320,Sí,32
36,Casado,Propia,4,Posgrado,2145,Contrato de trabajo a término indefinido,9,Directivo,8800000,4300000,60000000,10000000,Salario,Sí,2,No,No,Crédito de consumo,17000000,Viajes y turismo,310,Sí,30
37,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,10,Profesional,9000000,4500000,62000000,10500000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,325,Sí,31
45,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,18,Directivo,11000000,5000000,67000000,13000000,Salario,Sí,2,No,No,Crédito de consumo,21000000,Viajes y turismo,350,Sí,36
38,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,10,Profesional,8500000,4000000,55000000,8000000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,320,Sí,30
40,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,12,Directivo,9500000,4700000,60000000,9000000,Salario,Sí,2,No,No,Crédito de consumo,18000000,Viajes y turismo,330,Sí,32
42,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,14,Profesional,10000000,4600000,62000000,10000000,Salario,Sí,2,No,No,Crédito de consumo,19000000,Viajes y turismo,340,Sí,34
41,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,13,Directivo,9000000,4500000,58000000,8500000,Salario,Sí,2,No,No,Crédito de consumo,17000000,Viajes y turismo,325,Sí,31
43,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,15,Profesional,9800000,4900000,64000000,11000000,Salario,Sí,2,No,No,Crédito de consumo,20000000,Viajes y turismo,345,Sí,35
44,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,16,Directivo,10500000,5000000,65000000,12000000,Salario,Sí,2,No,No,Crédito de consumo,21000000,Viajes y turismo,350,Sí,36
39,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,11,Profesional,9200000,4400000,60000000,9500000,Salario,Sí,2,No,No,Crédito de consumo,18000000,Viajes y turismo,330,Sí,32
36,Casado,Propia,4,Posgrado,2145,Contrato de trabajo a término indefinido,9,Directivo,8800000,4200000,59000000,10500000,Salario,Sí,2,No,No,Crédito de consumo,17000000,Viajes y turismo,310,Sí,30
37,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,10,Profesional,9000000,4500000,62000000,10500000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,325,Sí,31
45,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,18,Directivo,11000000,5100000,67000000,13000000,Salario,Sí,2,No,No,Crédito de consumo,22000000,Viajes y turismo,350,Sí,36
39,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,10,Profesional,8500000,4200000,58000000,7000000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,320,Sí,30
41,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,12,Directivo,9500000,4600000,63000000,8000000,Salario,Sí,2,No,No,Crédito de consumo,18000000,Viajes y turismo,330,Sí,32
43,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,14,Profesional,10000000,4800000,65000000,9500000,Salario,Sí,2,No,No,Crédito de consumo,19000000,Viajes y turismo,340,Sí,34
42,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,13,Directivo,9200000,4500000,62000000,8500000,Salario,Sí,2,No,No,Crédito de consumo,17000000,Viajes y turismo,325,Sí,31
40,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,15,Profesional,9800000,5000000,67000000,10000000,Salario,Sí,2,No,No,Crédito de consumo,20000000,Viajes y turismo,350,Sí,35
44,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,16,Directivo,10500000,5100000,68000000,11000000,Salario,Sí,2,No,No,Crédito de consumo,21000000,Viajes y turismo,345,Sí,36
38,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,11,Profesional,9000000,4600000,61000000,9500000,Salario,Sí,2,No,No,Crédito de consumo,18000000,Viajes y turismo,330,Sí,32
36,Casado,Propia,4,Posgrado,2145,Contrato de trabajo a término indefinido,9,Directivo,8600000,4400000,59000000,10000000,Salario,Sí,2,No,No,Crédito de consumo,17000000,Viajes y turismo,310,Sí,30
45,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,18,Profesional,10800000,5200000,69000000,11500000,Salario,Sí,2,No,No,Crédito de consumo,22000000,Viajes y turismo,350,Sí,36
37,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,10,Directivo,9000000,4700000,64000000,10500000,Salario,Sí,2,No,No,Crédito de consumo,20000000,Viajes y turismo,335,Sí,33
39,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,10,Profesional,8500000,4200000,58000000,7000000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,320,Sí,30
41,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,12,Directivo,9500000,4600000,63000000,8000000,Salario,Sí,2,No,No,Crédito de consumo,18000000,Viajes y turismo,330,Sí,32
43,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,14,Profesional,10000000,4800000,65000000,9500000,Salario,Sí,2,No,No,Crédito de consumo,19000000,Viajes y turismo,340,Sí,34
42,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,13,Directivo,9200000,4500000,62000000,8500000,Salario,Sí,2,No,No,Crédito de consumo,17000000,Viajes y turismo,325,Sí,31
40,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,15,Profesional,9800000,5000000,67000000,10000000,Salario,Sí,2,No,No,Crédito de consumo,20000000,Viajes y turismo,350,Sí,35
44,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,16,Directivo,10500000,5100000,68000000,11000000,Salario,Sí,2,No,No,Crédito de consumo,21000000,Viajes y turismo,345,Sí,36
38,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,11,Profesional,9000000,4600000,61000000,9500000,Salario,Sí,2,No,No,Crédito de consumo,18000000,Viajes y turismo,330,Sí,32
36,Casado,Propia,4,Posgrado,2145,Contrato de trabajo a término indefinido,9,Directivo,8600000,4400000,59000000,10000000,Salario,Sí,2,No,No,Crédito de consumo,17000000,Viajes y turismo,310,Sí,30
45,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,18,Profesional,10800000,5200000,69000000,11500000,Salario,Sí,2,No,No,Crédito de consumo,22000000,Viajes y turismo,350,Sí,36
37,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,10,Directivo,9000000,4700000,64000000,10500000,Salario,Sí,2,No,No,Crédito de consumo,20000000,Viajes y turismo,335,Sí,33
40,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,10,Profesional,8500000,4200000,58000000,7000000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,320,Sí,30
41,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,12,Directivo,9500000,4600000,63000000,8000000,Salario,Sí,2,No,No,Crédito de consumo,18000000,Viajes y turismo,330,Sí,32
42,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,14,Profesional,10000000,4800000,65000000,9500000,Salario,Sí,2,No,No,Crédito de consumo,19000000,Viajes y turismo,340,Sí,34
43,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,13,Directivo,9200000,4500000,62000000,8500000,Salario,Sí,2,No,No,Crédito de consumo,17000000,Viajes y turismo,325,Sí,31
44,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,15,Profesional,9800000,5000000,67000000,10000000,Salario,Sí,2,No,No,Crédito de consumo,20000000,Viajes y turismo,350,Sí,35
45,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,16,Directivo,10500000,5100000,68000000,11000000,Salario,Sí,2,No,No,Crédito de consumo,21000000,Viajes y turismo,345,Sí,36
39,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,11,Profesional,9000000,4600000,61000000,9500000,Salario,Sí,2,No,No,Crédito de consumo,18000000,Viajes y turismo,330,Sí,32
36,Casado,Propia,4,Posgrado,2145,Contrato de trabajo a término indefinido,9,Directivo,8600000,4400000,59000000,10000000,Salario,Sí,2,No,No,Crédito de consumo,17000000,Viajes y turismo,310,Sí,30
37,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,10,Directivo,9500000,4700000,64000000,10500000,Salario,Sí,2,No,No,Crédito de consumo,20000000,Viajes y turismo,335,Sí,33
38,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,12,Profesional,9200000,4800000,66000000,9800000,Salario,Sí,2,No,No,Crédito de consumo,21000000,Viajes y turismo,340,Sí,34
40,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,10,Directivo,8500000,4200000,58000000,7000000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,320,Sí,30
41,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,12,Directivo,9500000,4600000,63000000,8000000,Salario,Sí,2,No,No,Crédito de consumo,18000000,Viajes y turismo,330,Sí,32
42,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,14,Profesional,10000000,4800000,65000000,9500000,Salario,Sí,2,No,No,Crédito de consumo,19000000,Viajes y turismo,340,Sí,34
43,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,13,Directivo,9200000,4500000,62000000,8500000,Salario,Sí,2,No,No,Crédito de consumo,17000000,Viajes y turismo,325,Sí,31
44,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,15,Profesional,9800000,5000000,67000000,10000000,Salario,Sí,2,No,No,Crédito de consumo,20000000,Viajes y turismo,350,Sí,35
45,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,16,Directivo,10500000,5100000,68000000,11000000,Salario,Sí,2,No,No,Crédito de consumo,21000000,Viajes y turismo,345,Sí,36
39,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,11,Profesional,9000000,4600000,61000000,9500000,Salario,Sí,2,No,No,Crédito de consumo,18000000,Viajes y turismo,330,Sí,32
36,Casado,Propia,4,Posgrado,2145,Contrato de trabajo a término indefinido,9,Directivo,8600000,4400000,59000000,10000000,Salario,Sí,2,No,No,Crédito de consumo,17000000,Viajes y turismo,310,Sí,30
